country,code,year,GDP,population,malePopulation,femalePopulation,totalRate,maleRate,femaleRate,5-14,15-24,25-34,35-54,55-74,75+,male_5-14,male_15-24,male_25-34,male_35-54,male_55-74,male_75+,female_5-14,female_15-24,female_25-34,female_35-54,female_55-74,female_75+
Albania,ALB,1999,1127,3029700.0,1486400.0,1543300.0,4.587912994685943,6.122174381054897,3.1102183632475864,0.13218770654329146,7.855316039459262,6.168080185042405,4.707728520988623,5.347593582887701,10.248901903367496,0.0,9.58,7.84,7.93,7.56,11.58,0.27,6.4,4.7,1.34,3.18,9.43
Albania,ALB,2000,1299,2796300.0,1423900.0,1372400.0,1.931123270035404,2.66872673642812,1.1658408627222383,0.1429388221841052,2.182972812065886,4.185851820845542,1.2731645211486773,2.895193977996526,4.784688995215311,0.27,2.08,7.33,1.07,5.64,4.02,0.0,2.27,1.22,1.51,0.0,5.29
Albania,ALB,2001,1451,2799349.0,1390619.0,1408730.0,4.250988354792489,6.040475500478564,2.484507322198008,1.2720380593787366,3.6025923496107306,6.057005742507367,6.141382638845313,4.398800421249828,3.8315154920943066,1.87,3.91,10.65,8.98,5.59,3.22,0.65,3.32,1.8,3.24,3.16,4.23
Albania,ALB,2002,1573,2818839.0,1400102.0,1418737.0,4.718254572183796,6.499526463071976,2.960379548852254,0.32034699987025944,5.37996464064619,6.977214742389603,6.60282178191672,4.360741018156073,6.376412375341138,0.31,5.7,11.15,9.16,6.56,12.9,0.33,5.07,3.13,4.0,2.09,2.11
Albania,ALB,2003,2021,2843929.0,1412255.0,1431674.0,4.360165109607167,5.1690381694524,3.562263476182427,0.6539356298462761,5.206986698842253,4.2019356917086474,5.338847538140206,6.293757347961703,8.562167451532018,1.28,5.49,4.38,7.25,7.94,3.06,0.0,4.93,4.04,3.41,4.6,12.22
Albania,ALB,2004,2544,2874991.0,1427382.0,1447609.0,5.078276766779444,6.235191420376606,3.937527329548241,0.6792486151818858,6.735332518185398,6.333166794502811,7.150125829446517,3.1626861423257417,8.092859785423602,0.33,6.63,7.85,9.95,4.83,11.26,1.05,6.84,4.95,4.34,1.47,5.89
Albania,ALB,2005,2931,2783320.0,1383392.0,1399928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,2006,3235,2780176.0,1382667.0,1397509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,2007,3863,2770344.0,1378492.0,1391852.0,4.47597843444713,5.5858140634838644,3.376795808749781,0.7557079566601487,4.565977496755522,4.773631582346549,5.581248044940728,5.165289256198347,11.025358324145536,1.47,4.51,5.22,7.66,6.25,18.88,0.0,4.63,4.36,3.57,4.07,5.23
Albania,ALB,2008,4672,2757059.0,1372386.0,1384673.0,5.803285312356391,7.213713925965435,4.405372243121661,1.5724753907601345,5.508418106703389,8.438391305081598,7.263756062317839,6.15222358938302,6.7344602330123235,2.67,3.84,12.15,9.81,9.18,4.49,0.41,7.24,4.93,4.82,3.09,8.42
Albania,ALB,2009,4387,2745735.0,1367676.0,1378059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,ALB,2010,4359,2736025.0,1364397.0,1371628.0,3.5087398689704954,4.470839499060757,2.55171227184047,0.4301926402643104,2.9461101219137196,4.128830522517266,4.176433430261393,5.586095174648231,3.472764841728742,0.0,3.58,5.01,5.38,8.27,3.94,0.89,2.28,3.27,3.04,2.9,3.1
Antigua and Barbuda,ATG,1985,3850,62574.0,30282.0,32292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,1986,4740,61270.0,29607.0,31663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,1987,5595,60261.0,29076.0,31185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,1988,6693,59564.0,28713.0,30851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,1989,7407,59238.0,28546.0,30692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,1990,7744,59334.0,28605.0,30729.0,1.6853743216368355,3.4958923265163433,0.0,0.0,0.0,0.0,8.551393877201985,0.0,0.0,0.0,0.0,0.0,17.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,1991,7976,60394.0,29158.0,31236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,1992,8087,61741.0,29890.0,31851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,1993,8453,63315.0,30725.0,32590.0,1.5794045644791912,3.254678600488202,0.0,0.0,0.0,7.362685907819173,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,1994,9062,65044.0,31579.0,33465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,1995,8636,66846.0,32382.0,34464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,1998,10078,72225.0,34169.0,38056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,1999,10378,73832.0,34673.0,39159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,2000,11021,75326.0,35237.0,40089.0,2.6551257202028515,5.675852087294605,0.0,0.0,0.0,0.0,4.745408816969582,13.663068725235687,0.0,0.0,0.0,0.0,9.97,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,2001,10468,76497.0,35816.0,40681.0,2.614481613658052,5.584096493187402,0.0,0.0,0.0,0.0,9.223815892634782,0.0,0.0,0.0,0.0,0.0,19.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,2002,10499,77588.0,36472.0,41116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,2003,10878,78658.0,37184.0,41474.0,1.2713265020722622,2.689328743545611,0.0,0.0,0.0,0.0,0.0,13.07531380753138,0.0,0.0,0.0,0.0,0.0,27.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,2004,11535,79722.0,37885.0,41837.0,2.508717794335315,5.2791342219875945,0.0,0.0,0.0,0.0,4.184450581638631,12.898232942086933,0.0,0.0,0.0,0.0,8.77,27.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,2005,12649,80809.0,38551.0,42258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,2006,14114,81973.0,39199.0,42774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,2007,15775,83131.0,39773.0,43358.0,1.2029206914388135,2.5142684735876095,0.0,0.0,0.0,0.0,3.7893141341417205,0.0,0.0,0.0,0.0,0.0,7.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,2008,16238,84273.0,40286.0,43987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,2009,14335,85405.0,40782.0,44623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,2012,13657,88703.0,42322.0,46381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,2013,13287,89779.0,42860.0,46919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,2014,14093,90837.0,43382.0,47455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,ATG,2015,14853,91889.0,43899.0,47990.0,1.0882695426003113,0.0,2.0837674515524065,0.0,0.0,0.0,0.0,8.205464839583163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.62,0.0
Argentina,ARG,1985,3264,27090800.0,13399900.0,13690900.0,7.338284583696311,10.820976275942359,3.9296174831457393,0.45004500450045004,4.717574537677695,5.47585645110196,8.296526202697864,16.1590327830737,27.0,0.53,6.46,7.92,12.37,24.29,55.65,0.37,2.93,2.97,4.23,9.11,7.64
Argentina,ARG,1986,4072,27244400.0,13475700.0,13768700.0,8.383374198000324,12.192316540142627,4.655486719879146,0.2817695125387433,5.983529657041593,6.862414219822251,9.882038726908524,16.90017108244324,30.711444984533806,0.33,7.66,9.3,14.2,26.39,63.01,0.24,4.27,4.37,5.57,8.67,8.89
Argentina,ARG,1987,4026,27599400.0,13651500.0,13947900.0,8.28278875627731,11.720323773944255,4.918303113730382,0.47447643979057585,5.597859641901626,6.241115849324805,10.12098309751882,17.25318362316856,28.03228621291448,0.48,7.27,8.44,14.14,26.15,54.08,0.47,3.88,4.0,6.11,9.54,10.42
Argentina,ARG,1988,4458,28308000.0,13984000.0,14324000.0,8.315670481842588,12.078089244851258,4.642557944708182,0.4901185770750988,6.261288380493679,6.127886323268206,9.627727856225931,17.43486973947896,27.867203219315893,0.62,8.36,9.45,13.62,26.46,55.1,0.35,4.11,2.74,5.64,9.66,10.13
Argentina,ARG,1989,2670,28702000.0,14173000.0,14529000.0,7.828722737091492,11.578353206801665,4.1709684080115625,0.45355020331560836,5.2321007081038555,6.67108460349017,8.815272318921954,16.457921335970116,26.71232876712329,0.55,7.22,9.58,12.97,26.03,52.0,0.35,3.19,3.71,4.66,8.22,10.45
Argentina,ARG,1990,4859,29091100.0,14359100.0,14732000.0,7.356201724926181,10.759727280957721,4.038827043171328,0.5590062111801242,5.093215452623487,5.672823218997362,8.313768816461815,15.0271444082519,27.22701830945831,0.67,6.6,7.92,12.13,23.59,54.97,0.44,3.54,3.38,4.5,7.67,9.49
Argentina,ARG,1991,6404,29623000.0,14490000.0,15133000.0,6.586098639570603,10.020703933747413,3.2974294587986517,0.5567258501354198,4.422332780541736,6.344015696533682,7.302984458808967,13.32470892626132,22.201138519924097,0.83,6.54,9.4,11.12,21.08,46.46,0.27,2.27,3.33,3.6,6.74,7.6
Argentina,ARG,1992,7615,30045400.0,14684100.0,15361300.0,7.268999580634639,11.440946329703557,3.2809723135411715,0.5264266161297115,5.838792366847052,6.6015144650831665,8.518603925611426,13.798545501077012,22.16271123834149,0.65,8.79,9.84,13.49,23.25,47.91,0.4,2.84,3.39,3.73,5.79,6.78
Argentina,ARG,1993,7768,30477500.0,14893500.0,15584000.0,7.3168731031088505,11.66280592204653,3.1635010266940453,0.617721061274916,5.299745336912382,6.596784867957559,8.528300879522735,13.629267057681759,25.809352517985612,0.74,8.01,9.97,13.48,23.95,55.37,0.49,2.54,3.24,3.77,4.91,8.3
Argentina,ARG,1994,8328,30911200.0,15104400.0,15806800.0,7.249799425450969,11.460236752204656,3.226459498443708,0.5735069952761134,5.801450362590648,6.288379159720611,9.021430822565396,13.444957097225412,19.775988799439972,0.8,8.26,9.54,14.13,23.22,45.38,0.34,3.3,3.04,4.12,5.2,4.72
Argentina,ARG,1995,8232,31345400.0,15315900.0,16029500.0,7.031334741301754,11.099576257353469,3.1442028759474714,0.5132540305537104,6.130989068024784,5.831146653338331,8.064203466056682,13.409367962147979,20.32312925170068,0.45,8.9,9.06,12.8,23.26,43.8,0.58,3.31,2.59,3.52,5.1,6.6
Argentina,ARG,1996,8563,31780700.0,15527900.0,16252800.0,7.013690699072079,10.928715409037926,3.2732821421539673,0.3465316699813174,6.102199961960312,5.70689548991029,8.904266415651156,12.168435691351208,20.46373463157026,0.42,8.79,9.25,13.62,20.75,42.4,0.28,3.36,2.14,4.38,4.94,7.7
Argentina,ARG,1997,9057,32333781.0,15765046.0,16568735.0,6.754545656135916,10.434476372603037,3.253114978300999,0.4439698899620627,5.86552413175697,5.775729048998853,8.306302513043141,11.949577659654892,18.002643859350254,0.55,8.13,8.66,12.73,20.29,39.78,0.33,3.57,2.91,4.04,4.91,5.5
Argentina,ARG,1998,9126,32757259.0,15968063.0,16789196.0,7.164824138674118,11.404013122944217,3.1329671772251633,0.5286003631484495,6.843250460173679,6.048877324375938,8.052586958103927,13.235705588826972,18.301188568530026,0.46,10.08,10.05,12.73,22.77,39.87,0.6,3.56,2.07,3.55,5.19,6.0
Argentina,ARG,1999,8546,33174862.0,16168564.0,17006298.0,7.303722921289018,11.936743423843948,2.8989260331672417,0.5976874161870954,7.005520842039025,6.172794749479574,8.319883259667195,13.462204611988243,17.358462040263234,0.6,10.82,10.42,13.47,23.46,39.55,0.59,3.13,1.95,3.36,5.02,4.82
Argentina,ARG,2000,8462,33585533.0,16366188.0,17219345.0,8.259508640223158,13.588992134270974,3.194082004861393,0.5653363577378892,8.832472256274107,7.547839220296715,9.005357109711476,14.429054107775022,18.74423188864154,0.51,14.0,12.72,14.11,25.8,44.18,0.62,3.57,2.41,4.09,4.82,4.56
Argentina,ARG,2001,7900,34010946.0,16572648.0,17438298.0,9.208800013971972,14.81959913708419,3.8765251058331494,0.7646193047042553,10.382321395991148,8.517393841495586,9.878526071855571,15.464472317623166,20.12034192784334,0.82,15.58,14.02,15.08,27.94,45.66,0.7,5.09,3.05,4.88,4.91,5.83
Argentina,ARG,2002,2840,34407507.0,16765006.0,17642501.0,9.18985499298162,14.667456725037855,3.984695820620897,0.8635525139956676,10.613699253250445,9.094454498166012,9.511508574396844,15.248747595777594,18.494520681561088,1.05,16.27,14.94,14.77,25.76,41.31,0.67,4.84,3.28,4.45,6.35,5.73
Argentina,ARG,2003,3668,34785907.0,16948518.0,17837389.0,9.454978419852615,15.370075424883757,3.8346419422708107,0.8919881480671552,12.39897378383444,9.202521736356342,9.502796553806778,13.72424169299516,20.909823311993012,1.05,19.15,16.02,14.75,23.83,46.75,0.73,5.49,2.41,4.45,5.15,6.51
Argentina,ARG,2004,4683,35162945.0,17131546.0,18031399.0,8.87582083923858,14.400334914315382,3.627006423628028,0.9789377230052524,12.324370136654803,9.266342446883332,8.975469606529836,11.875901312753916,16.61610850738757,1.22,19.59,15.19,13.98,20.33,38.25,0.73,4.88,3.37,4.16,4.7,4.66
Argentina,ARG,2005,5590,35550617.0,17320018.0,18230599.0,8.601819765884795,13.82215653586503,3.6422281023240104,1.0514706401310046,11.902090315968698,9.224836184361758,8.034182618102484,11.930390393576237,16.684290917636,1.47,19.08,15.01,12.43,19.52,37.43,0.62,4.54,3.45,3.8,5.47,5.36
Argentina,ARG,2006,6475,35918886.0,17498236.0,18420650.0,8.652829600561667,14.264294983791508,3.3223583315463894,0.9366675817188427,12.535587265110474,9.577467541669314,8.33967577803298,10.896586327571658,15.801600354138392,1.11,19.54,15.74,13.34,19.17,39.68,0.76,5.35,3.42,3.52,3.85,2.74
Argentina,ARG,2007,7918,36315492.0,17691237.0,18624255.0,8.112240362873234,13.260802509174455,3.221605374282085,1.1374957325911677,10.833146912305901,9.863126700828952,8.032381783753014,9.722634256936104,14.247638426103455,1.27,17.07,15.68,12.87,16.96,35.43,1.0,4.43,4.04,3.37,3.56,2.67
Argentina,ARG,2008,9843,36733520.0,17895488.0,18838032.0,8.327543889069165,13.679425785985831,3.2434385927362266,0.8475339563043095,11.962915259909567,9.86939240862127,8.245333960051521,9.983542017336394,13.30279505899299,1.1,18.33,16.74,12.94,17.6,32.19,0.58,5.42,2.97,3.71,3.5,3.03
Argentina,ARG,2009,8961,37158001.0,18103296.0,19054705.0,7.761450891828115,12.70486877085808,3.064859833831067,0.8872304357818317,11.403450539561712,9.515599724188233,7.446097303490551,9.361470553288628,10.828660569737647,0.96,17.72,15.7,11.87,16.17,27.09,0.82,4.91,3.29,3.17,3.56,2.06
Argentina,ARG,2010,11273,37578454.0,18309220.0,19269234.0,7.831615425158256,12.98253011324349,2.9373248568157924,0.7549067156074115,12.2262128241671,9.087801812721807,7.776051412078039,8.33206084621821,12.689831954900338,0.92,19.77,14.98,12.33,14.49,31.35,0.58,4.47,3.15,3.37,3.08,2.75
Argentina,ARG,2011,13946,38015739.0,18524167.0,19491572.0,7.659985249793514,12.572765080340725,2.9910363309844894,0.8068449897898721,12.639158597331019,9.439232473180704,6.862819404024872,8.403045039000695,10.750137348509632,0.78,19.96,15.65,10.64,14.92,26.38,0.84,5.1,3.16,3.21,2.85,2.38
Argentina,ARG,2012,14203,38441778.0,18733710.0,19708068.0,8.449140932034933,13.985483921764562,3.1865122446299656,0.6469920145713853,13.830448322216508,11.052013113413665,7.301055144828834,9.062543873898674,13.087903023711425,0.8,21.4,18.85,11.44,15.88,32.68,0.49,6.03,3.16,3.28,3.24,2.57
Argentina,ARG,2013,14206,38859125.0,18939085.0,19920040.0,7.6867402444084885,12.661646536778306,2.956821371844635,0.9087391063152055,12.559481076587659,9.249231705873816,7.572126494910407,7.955700115930463,9.838203993411899,0.91,19.96,15.25,12.2,13.75,24.03,0.91,4.93,3.16,3.08,3.01,2.23
Argentina,ARG,2014,13400,39276555.0,19144749.0,20131806.0,8.22628155651635,13.288238983963696,3.4125105318420017,0.9596760801154282,13.69031234549349,9.978177157692405,8.183548417769368,8.022963782718161,10.68675448191156,0.93,21.13,16.2,12.73,13.72,27.16,0.99,6.02,3.66,3.77,3.15,1.89
Argentina,ARG,2015,14981,39699624.0,19353495.0,20346129.0,7.740627467907504,12.757385681500937,2.968623663007347,0.8031712524514033,11.733512638037379,8.872871066456272,7.633115953527604,8.510974411663586,13.218828471606978,1.06,18.74,14.13,12.25,14.31,34.38,0.54,4.51,3.52,3.13,3.55,2.01
Armenia,ARM,1990,756,2983700.0,1456600.0,1527100.0,3.1169353487280893,4.393793766305094,1.899024294414249,0.0,2.4482109227871938,3.185727938834024,5.791226292167367,4.167688158862466,3.9577836411609497,0.0,3.67,5.21,7.51,5.98,7.43,0.0,1.16,1.25,4.19,2.68,2.04
Armenia,ARM,1991,640,3230800.0,1555700.0,1675100.0,2.4761668936486316,3.4711062544192326,1.5521461405289236,0.0,1.031459515214028,3.6590943741424,3.088077336197637,4.434589800443459,8.567931456548347,0.0,2.03,6.37,4.02,4.43,17.36,0.0,0.0,1.17,2.27,4.44,3.78
Armenia,ARM,1992,385,3308700.0,1591900.0,1716800.0,2.508538096533382,4.020353037251084,1.1067101584342964,0.0,1.6937669376693767,2.2953328232593724,3.630705394190872,5.2246603970741905,6.127450980392156,0.0,3.0,4.8,6.1,6.97,10.64,0.0,0.34,0.0,1.46,3.8,3.75
Armenia,ARM,1993,357,3366600.0,1619400.0,1747200.0,3.1485771995485057,4.384339878967518,2.003205128205128,0.0,1.6702856188408217,3.5853468433359312,3.8949616786028396,6.766169154228856,9.815950920245399,0.0,2.3,5.56,6.72,8.83,7.04,0.0,1.02,1.79,1.42,5.07,11.3
Armenia,ARM,1994,387,3402500.0,1636900.0,1765600.0,3.2916972814107273,4.642922597593011,2.0389669234254644,0.3987240829346093,1.650437365901964,1.7650834403080873,4.636408003904344,7.28667305848514,15.018773466833542,0.52,1.95,3.37,8.1,8.49,24.82,0.27,1.34,0.31,1.6,6.29,9.67
Armenia,ARM,1995,426,3443200.0,1656800.0,1786400.0,3.7755576208178443,5.73394495412844,1.9592476489028214,0.13194352816994326,2.1076523994811933,5.308560053085601,4.71253534401508,7.441860465116279,5.037783375314862,0.26,3.19,7.25,8.1,11.97,7.14,0.0,0.99,3.51,1.76,3.73,3.89
Armenia,ARM,1996,458,3486300.0,1678500.0,1807800.0,2.4954823164959983,3.7533512064343166,1.3275804845668768,0.2623983206507478,0.7933989209774674,2.7313076135199728,3.518728717366629,5.473453749315818,3.79746835443038,0.26,1.25,4.57,5.86,7.31,10.75,0.27,0.32,1.0,1.49,3.97,0.0
Armenia,ARM,1997,465,3526700.0,1699500.0,1827200.0,2.1833442027958148,3.6481318034716095,0.8209281961471104,0.1315270288044193,0.6213109661385524,1.7355085039916698,3.1662845288786987,5.266981474754813,5.006257822277847,0.26,1.22,3.19,6.1,8.53,3.51,0.0,0.0,0.34,0.61,2.63,5.84
Armenia,ARM,1998,532,3558000.0,1716900.0,1841100.0,1.854974704890388,2.795736501834702,0.9776763891152028,0.13363624214887077,0.608457560085184,1.2291483757682178,3.0372852953498115,4.034476434989914,3.6275695284159615,0.0,1.19,2.14,4.49,6.58,6.76,0.27,0.0,0.35,1.77,1.99,1.88
Armenia,ARM,1999,515,3580700.0,1730100.0,1850600.0,1.8711425140335687,2.832206230853708,0.9726575164811413,0.0,0.890604126465786,1.4181882644921113,2.6130653266331656,4.48681996634885,3.3670033670033668,0.0,1.74,2.14,4.74,6.3,0.0,0.0,0.0,0.7,0.75,3.03,5.28
Armenia,ARM,2000,530,3606500.0,1742500.0,1864000.0,1.6913905448495772,2.697274031563845,0.7510729613733905,0.0,0.8582463166928908,1.5965939329430547,1.8332690081049787,3.415559772296015,8.645533141210375,0.0,1.68,1.76,3.74,5.98,10.64,0.0,0.0,1.43,0.18,1.37,7.52
Armenia,ARM,2001,587,3610516.0,1745078.0,1865438.0,1.6618123282101507,2.7505933832184004,0.6432805593110036,0.45643065144825445,0.5651984694425448,0.5316330526901518,2.0802838263606,4.060277722996252,6.574436711654599,0.89,1.11,0.7,3.85,7.47,7.46,0.0,0.0,0.36,0.53,1.38,6.03
Armenia,ARM,2002,788,3014844.0,1438018.0,1576826.0,2.4545216933280796,4.311489842269012,0.7610224590411371,0.17453469051508677,1.0202537371044178,3.027860979256823,3.151534797446357,4.906541534989216,4.565167769915544,0.34,1.7,5.81,5.26,9.67,10.32,0.0,0.34,0.45,1.28,1.19,1.71
Armenia,ARM,2003,928,3024366.0,1445230.0,1579136.0,1.9508220896544928,3.459656940417788,0.5699319121342303,0.1815237832460809,0.16639433460569533,2.2934306971111944,2.675704602211916,3.828190797029324,6.287331027978623,0.35,0.33,4.75,4.96,7.21,9.23,0.0,0.0,0.0,0.63,1.2,4.77
