country,code,year,GDP,population,malePopulation,femalePopulation,totalRate,maleRate,femaleRate,5-14,15-24,25-34,35-54,55-74,75+,male_5-14,male_15-24,male_25-34,male_35-54,male_55-74,male_75+,female_5-14,female_15-24,female_25-34,female_35-54,female_55-74,female_75+
Canada,CAN,1985,0.7834596633911133,0.1062358096241951,0.10811460763216019,0.10446996986865997,0.3389412462711334,0.39690640568733215,0.2285289615392685,0.10563497245311737,0.20674023032188416,0.2950994372367859,0.2705007791519165,0.4122389554977417,0.13500744104385376,0.0759219080209732,0.29407641291618347,0.3396226465702057,0.26035261154174805,0.4185725152492523,0.1966816633939743,0.09324759244918823,0.0695515051484108,0.19523809850215912,0.2721989154815674,0.2379237711429596,0.068214051425457
Chile,CHL,1985,0.06370054930448532,0.04811848700046539,0.04903220757842064,0.047259703278541565,0.15641410648822784,0.19458527863025665,0.08068015426397324,0.08630915731191635,0.09120149910449982,0.1294458508491516,0.13920432329177856,0.2506614327430725,0.15555278956890106,0.07917570322751999,0.12536510825157166,0.15937106311321259,0.1484214812517166,0.2853415012359619,0.2683028280735016,0.025723472237586975,0.038892779499292374,0.05892857536673546,0.10300291329622269,0.09930992126464844,0.027337199077010155
Colombia,COL,1985,0.04994289204478264,0.1132713332772255,0.11709383130073547,0.10967865586280823,0.09768415242433548,0.11189097166061401,0.06848312169313431,0.06822557747364044,0.08248431980609894,0.09120756387710571,0.07201188057661057,0.14009100198745728,0.07762513309717178,0.0379609540104866,0.09370254725217819,0.10452830791473389,0.07861828804016113,0.17083652317523956,0.11766333132982254,0.09646303206682205,0.06534688174724579,0.05892857536673546,0.041653212159872055,0.031203117221593857,0.022179238498210907
Costa Rica,CRI,1985,0.08898349106311798,0.009874211624264717,0.010279347188770771,0.009493433870375156,0.13993898034095764,0.17809569835662842,0.05669599398970604,0.10736092180013657,0.10239028930664062,0.14248627424240112,0.1287335753440857,0.16784332692623138,0.03102918528020382,0.07158351689577103,0.13494567573070526,0.18377357721328735,0.1504715085029602,0.20245586335659027,0.05316280946135521,0.11254019290208817,0.050981078296899796,0.0416666679084301,0.044882144778966904,0.030903087928891182,0.0
Dominica,DMA,1985,0.05471913516521454,0.034762535244226456,0.0361105352640152,0.03349558636546135,0.12432359904050827,0.12862436473369598,0.11665552854537964,0.08967968821525574,0.12381264567375183,0.14563487470149994,0.08233636617660522,0.14993169903755188,0.10582011193037033,0.058568328619003296,0.132725790143013,0.14415094256401062,0.0843583419919014,0.17528779804706573,0.13826479017734528,0.1028938889503479,0.11317449063062668,0.15357142686843872,0.07006780803203583,0.039603959769010544,0.05261121690273285
France,FRA,1985,0.5364967584609985,0.23259299993515015,0.2331971526145935,0.23202519118785858,0.5947960615158081,0.6391894817352295,0.535678505897522,0.09869564324617386,0.1530706286430359,0.40433305501937866,0.45296528935432434,0.8935649394989014,0.5702025890350342,0.08242949843406677,0.1987381875514984,0.4426414966583252,0.41482168436050415,0.8110514283180237,0.8329761624336243,0.05144694447517395,0.08181499689817429,0.3157738149166107,0.5169519186019897,0.6951695084571838,0.3548678159713745
Greece,GRC,1985,0.24530163407325745,0.041774049401283264,0.042255695909261703,0.04132135957479477,0.10674848407506943,0.10924766957759857,0.10632582753896713,0.0,0.04490777850151062,0.07506608217954636,0.07250822335481644,0.17093470692634583,0.08725550770759583,0.0,0.05269307643175125,0.07371069490909576,0.06734317541122437,0.1491941660642624,0.10369858890771866,0.0,0.03153468668460846,0.0788690522313118,0.08524379134178162,0.14101408421993256,0.060863953083753586
Grenada,GRD,1985,0.07963866740465164,0.00012722864630632102,0.00011876902135554701,0.00013517968181986362,0.02863575518131256,0.04341716691851616,0.0,0.0,0.0,0.0,0.0,0.26266342401504517,0.0,0.0,0.0,0.0,0.0,0.38495779037475586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iceland,ISL,1985,0.671062171459198,0.000737767550162971,0.0007660405244678259,0.0007111944141797721,0.35544246435165405,0.40566563606262207,0.2508966028690338,0.0,0.22737817466259003,0.22089707851409912,0.3142315447330475,0.644408643245697,0.09074573218822479,0.0,0.37340810894966125,0.3067924380302429,0.27808529138565063,0.4679969251155853,0.1536121666431427,0.0,0.0,0.0,0.3874717652797699,0.6858685612678528,0.0
Ireland,IRL,1985,0.3222406804561615,0.01427906472235918,0.01470442395657301,0.013879279606044292,0.21032312512397766,0.24195484817028046,0.1466248333454132,0.030035587027668953,0.1155339777469635,0.2047666758298874,0.16616547107696533,0.3968544602394104,0.033893756568431854,0.030368762090802193,0.17840871214866638,0.23559747636318207,0.1423739343881607,0.3961626887321472,0.049360524863004684,0.0,0.017344078049063683,0.13184523582458496,0.21956732869148254,0.22982296347618103,0.014958090148866177
Israel,ISR,1985,0.3579067587852478,0.01675022393465042,0.017182130366563797,0.016344284638762474,0.15241187810897827,0.15281608700752258,0.15605926513671875,0.0,0.05094471573829651,0.1032601073384285,0.11836107075214386,0.341616153717041,0.2301531434059143,0.0,0.060287415981292725,0.10477987676858902,0.10598606616258621,0.29577895998954773,0.24915315210819244,0.0,0.03538892790675163,0.10089286416769028,0.14853084087371826,0.2889288663864136,0.1708575040102005
Italy,ITA,1985,0.4100300967693329,0.24497416615486145,0.24490569531917572,0.24503855407238007,0.21500065922737122,0.23059193789958954,0.19541378319263458,0.039562005549669266,0.046103183180093765,0.10393387824296951,0.13899096846580505,0.4201091527938843,0.2447698563337326,0.026030367240309715,0.06098843365907669,0.11421383917331696,0.1272037774324417,0.4018419086933136,0.3382647931575775,0.041800644248723984,0.02277505025267601,0.08005952835083008,0.164998397231102,0.2979297935962677,0.1570599526166916
Jamaica,JAM,1985,0.031201329082250595,0.008962425403296947,0.0091326255351305,0.008802458643913269,0.009610919281840324,0.01070472877472639,0.007627813145518303,0.0,0.008045976981520653,0.005508620757609606,0.009253891184926033,0.0,0.02871357463300228,0.0,0.013552985154092312,0.008050314150750637,0.00604756036773324,0.0,0.02385067567229271,0.0,0.0,0.0,0.01840490847826004,0.0,0.03391360491514206
Japan,JPN,1985,0.6214308142662048,0.5109624862670898,0.5164011120796204,0.5058508515357971,0.5040208697319031,0.49485012888908386,0.5466998815536499,0.09713233262300491,0.13348853588104248,0.29390862584114075,0.4257146716117859,0.7644858360290527,0.5980123281478882,0.06832971423864365,0.15247109532356262,0.29446539282798767,0.40016400814056396,0.6420568227767944,0.5172485709190369,0.09324759244918823,0.10283811390399933,0.29226189851760864,0.4643203318119049,0.692169189453125,0.699677586555481
Kuwait,KWT,1985,0.7359567880630493,0.006392927840352058,0.007676306180655956,0.005186708178371191,0.028311457484960556,0.029556801542639732,0.01904795691370964,0.0,0.009456263855099678,0.03388059139251709,0.03125615045428276,0.04214015230536461,0.0,0.0,0.0155392000451684,0.027547171339392662,0.026137761771678925,0.043591707944869995,0.0,0.0,0.0,0.04375000298023224,0.026477236300706863,0.0,0.0
Luxembourg,LUX,1985,0.6911016702651978,0.0013028756948187947,0.0012945056660100818,0.0013107426930218935,0.3899732232093811,0.4187343716621399,0.3535049259662628,1.0,0.07513416558504105,0.2657425105571747,0.27662625908851624,0.49608492851257324,0.47152194380760193,1.0,0.0831872895359993,0.126163512468338,0.2449774593114853,0.7115886211395264,0.6011752486228943,0.0,0.06306937336921692,0.5991071462631226,0.33710041642189026,0.0,0.38207605481147766
Malta,MLT,1985,0.16654552519321442,0.0011324821971356869,0.0011242744512856007,0.0011401966912671924,0.015916522592306137,0.024100029841065407,0.0,0.0,0.029661014676094055,0.0,0.0,0.05046305060386658,0.0,0.0,0.04825330525636673,0.0,0.0,0.07106676697731018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritius,MUS,1985,0.04111722484230995,0.0037436718121170998,0.0038648101035505533,0.003629816696047783,0.28781625628471375,0.2759775221347809,0.32024380564689636,0.10262645781040192,0.25312933325767517,0.2508193850517273,0.2128394991159439,0.3385680913925171,0.14574314653873444,0.10412146896123886,0.2243252843618393,0.2700628936290741,0.20612956583499908,0.3049885034561157,0.0,0.0,0.296601265668869,0.20476192235946655,0.2140781432390213,0.2505250573158264,0.2931012213230133
Mexico,MEX,1985,0.11935416609048843,0.30593201518058777,0.3151840567588806,0.2972361743450165,0.05586739629507065,0.0679980143904686,0.030762583017349243,0.06617165356874466,0.040574830025434494,0.062333881855010986,0.05108790099620819,0.0779690071940422,0.04930365830659866,0.04772233963012695,0.05199205502867699,0.07534591108560562,0.057400573045015335,0.09547198563814163,0.07044590264558792,0.061093248426914215,0.02277505025267601,0.03214285895228386,0.029060380533337593,0.0171017087996006,0.01598968356847763
Netherlands,NLD,1985,0.5190011262893677,0.06145494803786278,0.06259365379810333,0.060384709388017654,0.294056236743927,0.27960005402565,0.33601701259613037,0.07590318471193314,0.09726880490779877,0.23833177983760834,0.2305152416229248,0.45511993765830994,0.20600061118602753,0.05422993376851082,0.1243136003613472,0.22176100313663483,0.18173432350158691,0.35456639528274536,0.2831662595272064,0.06752411276102066,0.05430973693728447,0.2752976417541504,0.35485953092575073,0.45094504952430725,0.13862024247646332
New Zealand,NZL,1985,0.40572109818458557,0.01345247495919466,0.013738221488893032,0.01318390853703022,0.27309632301330566,0.30534642934799194,0.21332824230194092,0.19005584716796875,0.17587938904762268,0.21927416324615479,0.18657444417476654,0.42170798778533936,0.1648123413324356,0.0770065039396286,0.22958290576934814,0.25119495391845703,0.176711767911911,0.3907904624938965,0.26533013582229614,0.3536977767944336,0.09004905074834824,0.14940476417541504,0.1947045624256134,0.30093008279800415,0.06331398338079453
Panama,PAN,1985,0.15637005865573883,0.008349280804395676,0.00878093857318163,0.007943575270473957,0.0720679834485054,0.08155246078968048,0.05056300014257431,0.03926311805844307,0.042488619685173035,0.09673675894737244,0.06436678767204285,0.07139037549495697,0.0930875614285469,0.0,0.05012267827987671,0.11232704669237137,0.07554325461387634,0.03530314564704895,0.13826479017734528,0.12218649685382843,0.030658723786473274,0.05595238506793976,0.01775912195444107,0.10831081867218018,0.0
Paraguay,PRY,1985,0.02767106145620346,0.0136859230697155,0.014263179153203964,0.013143373653292656,0.050050459802150726,0.04155035689473152,0.06960592418909073,0.13624197244644165,0.03413103520870209,0.033393170684576035,0.03940631449222565,0.10846085846424103,0.062458645552396774,0.022776572033762932,0.028040660545229912,0.018742138519883156,0.03905289247632027,0.0953184962272644,0.10694780945777893,0.35048234462738037,0.043447792530059814,0.06904762238264084,0.03487246111035347,0.08580857515335083,0.0
Portugal,PRT,1985,0.1288028210401535,0.04194865748286247,0.041530173271894455,0.04234198108315468,0.2580238878726959,0.27806058526039124,0.23512226343154907,0.1271454244852066,0.1015947014093399,0.14688856899738312,0.1802777647972107,0.4655166268348694,0.27435532212257385,0.0770065039396286,0.11146162450313568,0.1555974781513214,0.17179171741008759,0.4667689800262451,0.38320085406303406,0.15755628049373627,0.08636999875307083,0.1294642835855484,0.20439134538173676,0.2991299033164978,0.17446807026863098
Puerto Rico,PRI,1985,0.31933340430259705,0.013709424994885921,0.013718579895794392,0.013700821436941624,0.21334798634052277,0.28059378266334534,0.08662508428096771,0.08777038007974625,0.06597749888896942,0.17862246930599213,0.18200717866420746,0.44971126317977905,0.27756455540657043,0.058568328619003296,0.10176423192024231,0.22943395376205444,0.22252972424030304,0.5042210221290588,0.37089529633522034,0.09003216028213501,0.015592150390148163,0.08898810297250748,0.07135938107967377,0.15361535549163818,0.09568020701408386
"Korea, Republic of",KOR,1985,0.1194060817360878,0.166130930185318,0.17094208300113678,0.16160903871059418,0.24563167989253998,0.26359912753105164,0.21292884647846222,0.08296792209148407,0.1592748761177063,0.21661598980426788,0.21742820739746094,0.38433438539505005,0.14643649756908417,0.04989153891801834,0.17946022748947144,0.22779874503612518,0.21596966683864594,0.40260934829711914,0.1875561773777008,0.1028938889503479,0.12508758902549744,0.19017857313156128,0.19825637340545654,0.24152414500713348,0.13217279314994812
Seychelles,SYC,1985,0.1306198686361313,0.0,0.0,0.0,0.34133023023605347,0.43885648250579834,0.13687539100646973,0.0,0.3684210479259491,0.0,0.520531415939331,0.38528138399124146,0.0,0.0,0.4551933705806732,0.0,0.698852002620697,0.5481197237968445,0.0,0.0,0.2335318773984909,0.0,0.0,0.0,0.0
Singapore,SGP,1985,0.4003218710422516,0.01039218995720148,0.010911635123193264,0.009903974831104279,0.33699551224708557,0.2850385010242462,0.4556352198123932,0.1520538032054901,0.13962408900260925,0.28026315569877625,0.2100026160478592,0.6276583671569824,1.0,0.0,0.11765393614768982,0.2332075536251068,0.1716892272233963,0.4890253245830536,1.0,0.4823151230812073,0.17291520535945892,0.39047619700431824,0.3057798147201538,0.5994598865509033,1.0
Spain,ESP,1985,0.23767001926898956,0.1628694385290146,0.16451071202754974,0.1613268405199051,0.17074120044708252,0.18615394830703735,0.14640378952026367,0.029673265293240547,0.04698202386498451,0.09091947972774506,0.118801549077034,0.32165148854255676,0.2247176170349121,0.026030367240309715,0.061689455062150955,0.10150942951440811,0.11398114264011383,0.30744436383247375,0.3049429953098297,0.009646302089095116,0.023651015013456345,0.065476194024086,0.12366806715726852,0.22562254965305328,0.14377819001674652
Sri Lanka,LKA,1985,0.0,0.06253667175769806,0.06577660143375397,0.05949154123663902,1.0,1.0,1.0,0.7376803755760193,1.0,1.0,0.5710192322731018,0.991768479347229,0.7268692255020142,0.41973966360092163,1.0,1.0,0.5749282836914062,1.0,0.8656758069992065,1.0,1.0,1.0,0.46754923462867737,0.39993998408317566,0.27981945872306824
Suriname,SUR,1985,0.11810819059610367,0.0012027242919430137,0.0012178081087768078,0.0011885473504662514,0.6060805916786194,0.6548894643783569,0.5272917747497559,0.5915887951850891,0.31969553232192993,0.5636728405952454,1.0,1.0,0.601190447807312,0.39696311950683594,0.369903028011322,0.8593710660934448,1.0,0.7871066331863403,0.6284825801849365,0.6141479015350342,0.23861245810985565,0.0,1.0,1.0,0.6140553951263428
Thailand,THA,1985,0.021233517676591873,0.2095755785703659,0.21503186225891113,0.20444732904434204,0.1574467569589615,0.1356949657201767,0.20919521152973175,0.12779459357261658,0.14535702764987946,0.1495005041360855,0.11288771778345108,0.18656055629253387,0.06067625433206558,0.04989153891801834,0.1180044487118721,0.13886792957782745,0.09665847569704056,0.1693015992641449,0.06692015379667282,0.24437299370765686,0.1869306117296219,0.1785714328289032,0.15466581284999847,0.13711370527744293,0.05170857533812523
Trinidad and Tobago,TTO,1985,0.3574914336204529,0.004308326635509729,0.004409175831824541,0.004213540814816952,0.07033586502075195,0.08606602996587753,0.03866460546851158,0.08612245321273804,0.03983739763498306,0.09477197378873825,0.07112211734056473,0.045797597616910934,0.0,0.08785249292850494,0.037971727550029755,0.1081761047244072,0.09225092828273773,0.06016883999109268,0.0,0.0,0.04274702072143555,0.0639881044626236,0.0,0.0,0.0
United Kingdom,GBR,1985,0.4568580687046051,0.23995225131511688,0.2402496486902237,0.23967275023460388,0.235453799366951,0.23854228854179382,0.24238935112953186,0.014484569430351257,0.07497509568929672,0.1783009022474289,0.19844843447208405,0.3460949659347534,0.13306924700737,0.00867678876966238,0.10153055191040039,0.1964779794216156,0.17947930097579956,0.2716807425022125,0.15174560248851776,0.01929260417819023,0.03311141952872276,0.13422620296478271,0.23700356483459473,0.33903390169143677,0.12637008726596832
United States,USA,1985,1.0,1.0,1.0,1.0,0.3261505365371704,0.3879430592060089,0.21778562664985657,0.17291513085365295,0.18126974999904633,0.2674316465854645,0.2395971715450287,0.4239104092121124,0.22043824195861816,0.12798263132572174,0.24979554116725922,0.3076729476451874,0.23339484632015228,0.4528012275695801,0.3703422248363495,0.14147910475730896,0.07638402283191681,0.1755952537059784,0.24475298821926117,0.22022201120853424,0.08046421408653259
Uruguay,URY,1985,0.06738656759262085,0.012145521119236946,0.01227629091590643,0.012022613547742367,0.2563202977180481,0.3155304789543152,0.14348243176937103,0.11851713806390762,0.06036961078643799,0.1429263800382614,0.19378761947155,0.5085805654525757,0.32947447896003723,0.04013014957308769,0.07570978254079819,0.1850314438343048,0.20418204367160797,0.5533384084701538,0.5453854203224182,0.24437299370765686,0.036440081894397736,0.04404762014746666,0.14885373413562775,0.2331233024597168,0.0707930326461792
Antigua and Barbuda,ATG,1986,0.21287374198436737,1.7362390281050466e-05,1.0244355507893488e-05,2.4060378564172424e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,ARG,1986,0.17969603836536407,0.12197191268205643,0.12444254755973816,0.11964704841375351,0.22117364406585693,0.22728832066059113,0.21596960723400116,0.11918850988149643,0.09601747989654541,0.1265750527381897,0.2704427242279053,0.41292858123779297,0.30153053998947144,0.07158351689577103,0.10000000149011612,0.11661442369222641,0.2495167851448059,0.39535579085350037,0.5092951655387878,0.09561752527952194,0.08923720568418503,0.1544715315103531,0.26986435055732727,0.30865076184272766,0.07704975455999374
Australia,AUS,1986,0.5877619981765747,0.06618525087833405,0.06804214417934418,0.06443792581558228,0.3641214072704315,0.3993021547794342,0.2891317307949066,0.322641521692276,0.22300735116004944,0.32059937715530396,0.46508681774139404,0.4162302613258362,0.17216789722442627,0.3058568239212036,0.2822454571723938,0.3493416905403137,0.43401864171028137,0.40059924125671387,0.3077917993068695,0.03187251091003418,0.12246605008840561,0.23930716514587402,0.4336240291595459,0.2862228453159332,0.04922863468527794
Austria,AUT,1986,0.6683719158172607,0.03168186917901039,0.030904140323400497,0.032413702458143234,0.7926787734031677,0.8363441824913025,0.7766426801681519,0.278237909078598,0.3269627094268799,0.5783138871192932,1.0,0.9440675377845764,0.5511620044708252,0.2321041226387024,0.4023498594760895,0.6046395301818848,0.9434193968772888,0.9039700627326965,0.8811025023460388,0.087649405002594,0.20041798055171967,0.5061858892440796,0.9365310072898865,0.8312566876411438,0.27595770359039307
Barbados,BRB,1986,0.3112148642539978,0.0007815318531356752,0.0007477361941710114,0.0008133331430144608,0.09113096445798874,0.11939022690057755,0.037931594997644424,0.0,0.06124795228242874,0.08383946120738983,0.24879178404808044,0.0,0.0,0.0,0.09960836172103882,0.05705329403281212,0.35143208503723145,0.0,0.0,0.0,0.0,0.16083422303199768,0.0,0.0,0.0
Belgium,BEL,1986,0.6227277517318726,0.041408177465200424,0.04155950993299484,0.04126577079296112,0.6255351305007935,0.6137804388999939,0.6947312951087952,0.13723739981651306,0.1702081263065338,0.3732239902019501,0.8104481101036072,0.8851945400238037,0.46539726853370667,0.10412146896123886,0.20261096954345703,0.3764263391494751,0.6761553287506104,0.7474157214164734,0.7917879223823547,0.06772908568382263,0.11473353952169418,0.3556026816368103,1.0,0.8732645511627197,0.18590745329856873
Belize,BLZ,1986,0.05453461781144142,0.0004010846605524421,0.0004136609786655754,0.00038925043190829456,0.05391501635313034,0.050934236496686935,0.06303035467863083,0.0,0.08914979547262192,0.07590403407812119,0.0,0.0,0.0,0.0,0.0716710165143013,0.10357367247343063,0.0,0.0,0.0,0.0,0.11745036393404007,0.0,0.0,0.0,0.0
Brazil,BRA,1986,0.08955001831054688,0.5326215624809265,0.5390530228614807,0.5265696048736572,0.09486673027276993,0.09970588982105255,0.08848948031663895,0.08113225549459457,0.06069547310471535,0.09092207998037338,0.13923248648643494,0.1569041758775711,0.07016303390264511,0.03687635436654091,0.06697127968072891,0.0955485850572586,0.13705851137638092,0.15850187838077545,0.10103459656238556,0.087649405002594,0.051201675087213516,0.08554259687662125,0.12306201457977295,0.09505162388086319,0.02652106061577797
Bulgaria,BGR,1986,0.09729810059070587,0.03739015385508537,0.03824096918106079,0.03658954054117203,0.4426674246788025,0.43683621287345886,0.4747917950153351,0.48792681097984314,0.1387580782175064,0.21207602322101593,0.42745351791381836,0.6637119650840759,0.6767676472663879,0.3904555141925812,0.1383812129497528,0.24677115678787231,0.4185556173324585,0.5337827801704407,0.8389912843704224,0.1872510015964508,0.13793103396892548,0.11417461931705475,0.36288759112358093,0.6881452202796936,0.3729415833950043
Canada,CAN,1986,0.7752061486244202,0.10516897588968277,0.10669399052858353,0.10373393446207047,0.41203048825263977,0.4596852660179138,0.318558931350708,0.2952426075935364,0.260779470205307,0.3630104959011078,0.5242484211921692,0.43666157126426697,0.16777609288692474,0.23644252121448517,0.3515665829181671,0.4008777439594269,0.4979792833328247,0.4181273281574249,0.293081134557724,0.1155378445982933,0.1105538159608841,0.26687875390052795,0.481589138507843,0.32146671414375305,0.04775524511933327
Chile,CHL,1986,0.06327605247497559,0.04878652095794678,0.04960600286722183,0.04801538959145546,0.157835453748703,0.18403583765029907,0.10210762917995453,0.19360879063606262,0.09322527796030045,0.13539700210094452,0.2077423632144928,0.2650306224822998,0.09863389283418655,0.12364424765110016,0.11174935847520828,0.15172414481639862,0.22157792747020721,0.3159550726413727,0.18574199080467224,0.13545817136764526,0.0626959279179573,0.09013785421848297,0.13711240887641907,0.08116767555475235,0.01759403757750988
Colombia,COL,1986,0.04529651254415512,0.11452986299991608,0.11832462251186371,0.1109590157866478,0.09878350794315338,0.10765087604522705,0.07918795943260193,0.12174589186906815,0.09455887228250504,0.09305382519960403,0.11757617443799973,0.10384027659893036,0.04202711954712868,0.060737524181604385,0.1041775494813919,0.09981191158294678,0.13125987350940704,0.11700374633073807,0.08341415971517563,0.1155378445982933,0.07878787815570831,0.07281724363565445,0.051356587558984756,0.039515841752290726,0.0
Costa Rica,CRI,1986,0.09610608965158463,0.010029359720647335,0.010435916483402252,0.009646792896091938,0.15073034167289734,0.19025668501853943,0.053054846823215485,0.13995037972927094,0.07537718117237091,0.11631780862808228,0.30749547481536865,0.2661314010620117,0.09262435138225555,0.06941431015729904,0.08903394639492035,0.14520375430583954,0.3774380385875702,0.3211985230445862,0.18234722316265106,0.13545817136764526,0.05182863399386406,0.03216684237122536,0.04360464960336685,0.03595585748553276,0.0
Ecuador,ECU,1986,0.0739545077085495,0.03510119020938873,0.036440107971429825,0.03384127467870712,0.1261996179819107,0.11562489718198776,0.15522296726703644,0.19199636578559875,0.13849903643131256,0.14058445394039154,0.12289462238550186,0.1404218226671219,0.10730253159999847,0.0976138785481453,0.12062662839889526,0.1336677074432373,0.12827271223068237,0.14112359285354614,0.11800840497016907,0.18326693773269653,0.1673981249332428,0.16012725234031677,0.08139535039663315,0.0800996795296669,0.06881608814001083
France,FRA,1986,0.719479501247406,0.2314096987247467,0.23182226717472076,0.2310214340686798,0.6401250958442688,0.6594782471656799,0.6387765407562256,0.22121737897396088,0.1664023995399475,0.40866899490356445,0.8065997958183289,0.9026093482971191,0.5948325991630554,0.18872016668319702,0.208877295255661,0.4290909171104431,0.7329115867614746,0.8017977476119995,0.9806013703346252,0.06374502182006836,0.09550680220127106,0.35524919629096985,0.8231589198112488,0.8152367472648621,0.2553302049636841
Greece,GRC,1986,0.277441143989563,0.04161858931183815,0.04208607226610184,0.041178688406944275,0.11108087003231049,0.11894857883453369,0.09848087280988693,0.0,0.060040753334760666,0.08421619236469269,0.09694821387529373,0.15235663950443268,0.11045239120721817,0.0,0.0725848600268364,0.0955485850572586,0.08873660862445831,0.1448689103126526,0.15769480168819427,0.0,0.037617556750774384,0.05160834267735481,0.10271317511796951,0.11534354090690613,0.04489512741565704
